C,N,Vb,Vc,Fat,cellulose,Weightgain
-0.33989448,1.263965689,3.710890527,0.064573623,-0.282389923,-0.797875159,0.1296
-0.701424954,1.263965689,-0.294427843,-0.846847,0.613646709,-0.512561796,0.2043
-0.33989448,1.263965689,-0.650456143,0.064573623,-1.178426556,-0.797875159,0.1708
0.383166467,-0.915368399,1.930749029,-0.391136688,-1.178426556,0.353568053,0.0908
-0.33989448,-0.604034958,-0.294427843,-0.391136688,-0.282389923,0.735684163,0.1352
-0.701424954,0.018631924,-0.739463218,-0.391136688,1.509683342,0.506414497,0.1475
-0.701424954,1.263965689,-0.294427843,-0.846847,0.613646709,-0.512561796,0.1923
-1.062955428,-1.226701841,-0.739463218,-0.846847,-1.178426556,1.805609272,0.0522
-0.33989448,-0.604034958,-0.294427843,-0.391136688,-0.282389923,0.735684163,0.0723
-0.33989448,1.263965689,-0.650456143,0.064573623,-1.178426556,-0.797875159,0.1546
0.383166467,-1.226701841,-0.294427843,1.88741487,-0.73040824,0.608312127,0.0205
-0.33989448,1.263965689,-0.650456143,0.064573623,-1.178426556,-0.797875159,0.1643
-0.33989448,-0.604034958,-0.294427843,-0.391136688,-0.282389923,0.735684163,0.0721
-1.062955428,-0.915368399,-0.294427843,0.064573623,1.509683342,1.474441976,0.1199
3.275410258,1.263965689,-0.650456143,-0.391136688,-0.282389923,-0.797875159,0.062
-0.33989448,0.018631924,1.930749029,-0.846847,-0.73040824,0.124298387,0.1523
1.829288363,-1.226701841,-0.650456143,-0.391136688,0.613646709,-0.262912604,0.0357
-1.062955428,0.018631924,-0.650456143,1.88741487,-0.282389923,0.628691653,0.1529
-0.701424954,-0.915368399,-0.650456143,-0.755704938,-0.73040824,1.285931362,0.0501
1.829288363,-1.226701841,-0.650456143,-0.391136688,0.613646709,-0.262912604,0.0703
-1.062955428,1.263965689,0.150607531,-0.391136688,-0.73040824,-0.308766538,0.1431
0.383166467,-0.915368399,1.930749029,-0.391136688,-1.178426556,0.353568053,0.1231
-0.33989448,-0.915368399,-0.739463218,1.88741487,0.613646709,0.888530607,0.0664
0.383166467,1.263965689,-0.739463218,-0.755704938,-0.282389923,-1.256414491,0.1393
-1.062955428,1.263965689,-0.650456143,-0.391136688,-0.282389923,-0.797875159,0.0736
-0.701424954,-0.915368399,-0.650456143,-0.755704938,-0.73040824,1.285931362,0.1436
0.383166467,-1.226701841,-0.294427843,1.88741487,-0.73040824,0.608312127,0.0177
-1.062955428,-1.226701841,-0.739463218,-0.846847,-1.178426556,1.805609272,0.0618
-0.701424954,-0.915368399,-0.650456143,-0.755704938,-0.73040824,1.285931362,0.0947
1.829288363,-1.226701841,-0.650456143,-0.391136688,0.613646709,-0.262912604,0.0651
-0.33989448,-0.915368399,-0.739463218,1.88741487,0.613646709,0.888530607,0.0381
1.829288363,0.018631924,-0.294427843,-0.755704938,-1.178426556,-1.281888898,0.1096
-1.062955428,1.263965689,0.150607531,-0.391136688,-0.73040824,-0.308766538,0.1441
-0.701424954,-1.226701841,1.930749029,0.064573623,-0.282389923,1.34706994,0.0578
-1.062955428,-1.226701841,-0.739463218,-0.846847,-1.178426556,1.805609272,0.0459
-0.33989448,1.263965689,-0.650456143,0.064573623,0.613646709,-0.797875159,0.1342
-0.701424954,-0.604034958,0.150607531,1.88741487,-1.178426556,0.837581793,0.062
1.829288363,-0.604034958,-0.739463218,0.064573623,-0.73040824,-0.792780277,0.1037
-1.062955428,0.018631924,-0.650456143,1.88741487,-0.282389923,0.628691653,0.1566
0.383166467,0.018631924,0.150607531,0.064573623,0.613646709,-0.334240945,0.1334
-1.062955428,1.263965689,0.150607531,-0.391136688,-0.73040824,-0.308766538,0.1706
-0.701424954,0.018631924,-0.739463218,-0.391136688,1.509683342,0.506414497,0.164
-0.33989448,1.263965689,-0.650456143,3.710256118,-0.282389923,-0.797875159,0.0864
1.829288363,-0.915368399,0.150607531,-0.846847,-0.282389923,-0.538036204,0.0917
-0.701424954,0.018631924,-0.739463218,-0.391136688,1.509683342,0.506414497,0.1775
-0.701424954,-1.226701841,1.930749029,0.064573623,-0.282389923,1.34706994,0.0364
-0.33989448,1.263965689,-0.650456143,3.710256118,-0.282389923,-0.797875159,0.1419
-0.701424954,-0.915368399,-0.650456143,-0.755704938,-0.73040824,1.285931362,0.1453
-0.701424954,1.263965689,-0.294427843,-0.846847,0.613646709,-0.512561796,0.1122
-0.33989448,-0.604034958,-0.294427843,-0.391136688,-0.282389923,0.735684163,0.1368
-0.33989448,-0.604034958,-0.294427843,-0.391136688,-0.282389923,0.735684163,0.1424
0.383166467,0.018631924,0.150607531,0.064573623,0.613646709,-0.334240945,0.0634
1.829288363,-0.604034958,-0.739463218,0.064573623,-0.73040824,-0.792780277,0.1042
-0.33989448,1.263965689,-0.650456143,0.064573623,-1.178426556,-0.797875159,0.1625
0.383166467,-1.226701841,-0.294427843,1.88741487,-0.73040824,0.608312127,0.0212
-0.701424954,0.018631924,-0.739463218,-0.391136688,1.509683342,0.506414497,0.1639
-0.33989448,-1.226701841,0.150607531,-0.755704938,1.509683342,1.240077429,0.0369
